id	value
2333	63971
2334	63960
2335	63949
2336	63938
2337	63927
2338	63915
2339	63904
2340	63893
2341	63882
2342	63871
2343	63859
2344	63848
2345	63837
2346	63825
2347	63814
2348	63803
2349	63791
2350	63779
2351	63768
2352	63756
2353	63745
2354	63733
2355	63721
2356	63709
2357	63698
2358	63686
2359	63674
2360	63662
2361	63650
2362	63638
2363	63626
2364	63614
2365	63602
2366	63590
2367	63578
2368	63565
2369	63553
2370	63541
2371	63528
2372	63516
2373	63504
2374	63491
2375	63479
2376	63466
2377	63454
2378	63441
2379	63429
2380	63416
2381	63403
2382	63390
2383	63378
2384	63365
2385	63352
2386	63339
2387	63326
2388	63313
2389	63300
2390	63287
2391	63274
2392	63261
2393	63248
2394	63235
2395	63221
2396	63208
2397	63195
2398	63182
2399	63168
2400	63155
2401	63141
2402	63128
2403	63114
2404	63101
2405	63087
2406	63074
2407	63060
2408	63046
2409	63032
2410	63019
2411	63005
2412	62991
2413	62977
2414	62963
2415	62949
2416	62935
2417	62921
2418	62907
2419	62893
2420	62879
2421	62865
2422	62850
2423	62836
2424	62822
2425	62808
2426	62793
2427	62779
2428	62764
2429	62750
2430	62735
2431	62721
2432	62706
2433	62692
2434	62677
2435	62662
2436	62648
2437	62633
2438	62618
2439	62603
2440	62588
2441	62573
2442	62558
2443	62543
2444	62528
2445	62513
2446	62498
2447	62483
2448	62468
2449	62453
2450	62437
2451	62422
2452	62407
2453	62391
2454	62376
2455	62360
2456	62345
2457	62329
2458	62314
2459	62298
2460	62283
2461	62267
2462	62251
2463	62236
2464	62220
2465	62204
2466	62188
2467	62172
2468	62156
2469	62141
2470	62125
2471	62108
2472	62092
2473	62076
2474	62060
2475	62044
2476	62028
2477	62012
2478	61995
2479	61979
2480	61963
2481	61946
2482	61930
2483	61913
2484	61897
2485	61880
2486	61864
2487	61847
2488	61831
2489	61814
2490	61797
2491	61780
2492	61764
2493	61747
2494	61730
2495	61713
2496	61696
